item_id	frozen_source	locator	reviewer	coverage	dependencies	disposition	notes
EXT-PG186	61340d0b74163003b32756bb16e91d9209a5e330	openai/PrimeGaps186:PrimeGap186.primeGapLiminf_le_186	A	dossier-read;license-header-if-applicable	PR-787	pending integrator reconciliation	Three project axioms; 152-clause numerical sidecar not consumed by Lean; Lean4.34.0-rc2
EXT-LONGGAPS	8f5fa88c88b4750028c05b66b081d56a92418054	openai/LongGapsBetweenPrimes:long_gap_theorem	A	dossier-read;license-header-if-applicable	PR-787	pending integrator reconciliation	Reported standard axioms only; Lean4.33.0 final differs from main4.33.0-rc2; no independent build
EXT-LONGGAPS-PAPER	03a1190d0bc5502d9f54eeb60ad3e45e22b0df0b	README.md; formalization.yaml	C	dossier-read;license-header-if-applicable	PR-787	keep-isolated-attributed	Separate publication metadata pin; original import reports no PDF byte/page acquisition
EXT-AXIOM-ZEROS	4bcaf70e544506c311d83a5a5b143a134b9fc5f7	AxiomMath/ZetaZeros:headline zeta theorems	B	dossier-read;license-header-if-applicable	PR-788	pending integrator reconciliation	hRvM and hPC are explicit analytic hypotheses; CI success does not discharge them
EXT-FLT	aa2d8b34692b16c70f699536de0d8e75b9a3e9ef	Anthropic FLT README reference	C	dossier-read;license-header-if-applicable	PR-791	keep-isolated-attributed	Reference-only; no proof audit or dependency promotion; README blob f3cfcb92443c29a8ce87494f6c9a7b57e40129e9
EXT-CATALAN	arXiv:2609.04176v1	PDF sha256:1d05b36a5675cb8084935ec6945e004f1af9387c8fae6c48b242b4a94d73bd90	B	import-and-correction-summary-read	PR-789	pending integrator reconciliation	v1 invalid-as-written verdict is upstream review claim, not independently established by C; 178/235 cell tables missing per dossier
EXT-790-V100	6b309554bf1e2f83a83325cd54038f5a0b9b0014	V100 / Platt-Trudgian / mpmath interval Gamma dependencies	C	PR-level-scope-only	PR-790	retain-external-trust-boundary	No C zero census or interval-Gamma independent verification; exact checkpoint-specific dependency audit incomplete
EXT-787-TOOLCHAIN	cbfc36f0514c84897ffb102c9e2865b5eba9f5b5	FORMALIZATION_AUDIT.md	C	full-file-read	EXT-PG186	isolate-patched-numerics	Python3.12.13 NumPy2.2.6 python-flint0.9.0 FLINT3.6.0 with signed-convolution correction; patch binary provenance not verified
C-CONSUMER	8d16f8d9c475db290bc85e53d775b93b9bcdb336	canonical/consumers/mellin-landau/validate_consumer.py	C	exact-source-replayed	BASE	repair-acceptance	blob=950d5f1193724bd975111a1b37d55e19c9270a35; 12 bounded runs; assert bypass under -O; duplicate ID and malformed SHA accepted both modes
C-AXIOM-PARSER	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/scripts/audit_axiom_output.py	C	exact-source-replayed	BASE	retain-with-run-binding	blob=ef83fe752f6612617612b259109cfdcab8b108bc; 20 bounded parser cases; expected outcomes both modes; not Lean output replay
C-FIXED-DETECTOR	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/RiemannFormal/Analysis/FixedDetectorConsumer.lean	C	full-source-read	BASE	conditional-statement-only	blob=312e1e94cd29e1fce7a0b0b5f89064c338d5db68; Explicit missing analytic hypotheses retained; no complete RH proof implied
C-LANDAU	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/RiemannFormal/Analysis/LandauConsumer.lean	C	full-source-read	BASE	conditional-statement-only	blob=9c40d6b04303a717dd48f18d065483cf1673c122; Boundary singularity and holomorphy propositions remain supplied hypotheses
C-XI-INPUTS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/RiemannFormal/Operator/XiExternalInputs.lean	C	full-source-read	BASE	preserve-external-premises	blob=78cab4bfee35fbbffac52737da083eb187b01b13; SourceLockExact by rfl is metadata equality, not verification of the imported zero theorem
C-XI-ORDER3	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/RiemannFormal/Operator/XiOrderThree.lean	C	whole-source-and-shared-input-read	BASE	FAIL_NONVACUITY_OF_HEADLINE_INPUT	Full module blob=8a57d165e4d585232d8976858871b99a0d39101e; shared blob=7d3dd6c98fd453d1810d80b0e1a39e2e4fbc7ab5; actualXiNodeP(1/2)=0 contradicts stored diagonalPositive. Source-level proof; Lean regression uncompiled. See pass2/FORMAL_NONVACUITY.md.
C-FORMAL-ROOT	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/RiemannFormal.lean	C	full-source-read	BASE	retain-trusted-boundary	blob=06006900ce53f1ba15e188813833d998c3989720; No ComparatorSmoke in root imports; transitive environment not freshly built
C-FORMAL-RELEASE	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/FORMAL_V0_1.md	C	full-report-read	BASE	retain-reported-not-replayed	blob=f95f8fbb041302e779ba76e91a056205b1aa7d80; 58 commands / 8806 jobs / 21 targets / 7 comparator pairs reported; not independently rerun
C-NO-SORRY	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/scripts/check_no_sorry.sh	C	full-source-and-bounded-regex-replay	BASE	repair-suggestion-guard	blob=b1ef22a399fd9b2a8f8eab6c8eaf53d4da6a410b; baseline PCRE misses 10 ordinary tactic queries and flags apply?x; tested candidate handles 15 fixtures, not a full Lean lexer. Whole build pipeline unrun.
C-AXIOM-DRIVER	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/scripts/check_axioms.sh	C	full-source-read	BASE	publish-exact-build-receipt	blob=eb013fbb0272164fe2186c10ade84105b7201bc6; Nine print modules plus registry declarations; not every upstream declaration
C-TOOLCHAIN	8d16f8d9c475db290bc85e53d775b93b9bcdb336	formal/lean-toolchain	C	full-source-read	BASE	pin-exact-version	blob=c084c7fbe586b0276863b66f16d2955a43bc3fc6; leanprover/lean4:v4.33.0-rc2
C-ALIASES	8d16f8d9c475db290bc85e53d775b93b9bcdb336	canonical/aliases.yaml	C	full-source-read	BASE	append-source-qualified-collisions	blob=bd71c06c3234660c448ba6beab6e8fb030242ed6; Historical policy sound; new 107300 collisions not catalogued here
C-CONTRIBUTING	8d16f8d9c475db290bc85e53d775b93b9bcdb336	CONTRIBUTING.md	C	full-source-read	BASE	retain-and-add-reproduction-profiles	blob=3821b6480158dbb6891b3d1c13c371332d27aeba; Strong exact-SHA, provenance, arithmetic and independence instructions
C-REVIEWING	8d16f8d9c475db290bc85e53d775b93b9bcdb336	docs/REVIEWING.md	C	full-source-read	BASE	owner-launch-gate	blob=de7a9b67e1332d825c1688db07a0887e324f5ccb; Explicitly says private Free main not technically protected; policy is not enforcement
C-FORMAL-WORKFLOW	8d16f8d9c475db290bc85e53d775b93b9bcdb336	.github/workflows/formal.yml	C	full-source-read	BASE	harden-before-launch	blob=ae1fdebfe56dcc0b28f3dff7005976e6f97ddf89; contents:read positive; checkout@v4, ubuntu-latest, elan/master curl-pipe-shell mutable
GAP-OLD-DELTA	8d16f8d9c475db290bc85e53d775b93b9bcdb336	VALIDATION.md	C	version-census-complete	BASE	source-deltas-separated	340/340 real historical heads compared across passes: 312 new plus 28 inherited; 338 match, 568 and 599 differ. No-object #417 excluded. Full branch/claim coverage still incomplete.
GAP-TRANSITIVE	8d16f8d9c475db290bc85e53d775b93b9bcdb336	VALIDATION.md	C	explicitly-unperformed	BASE	release-closure-not-certified	Complete branch-ref census, all discussion-body snapshots and transitive deposit/claim closure not certified
GAP-CLAIM-SPLITS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	VALIDATION.md	C	explicitly-unperformed	BASE	release-closure-not-certified	Claim-level split completed only for inspected examples; PR-level assignment is not per-claim scientific verdict
GAP-BUILD	8d16f8d9c475db290bc85e53d775b93b9bcdb336	VALIDATION.md	C	catalog-definition-audit-complete;build-unperformed	BASE	release-closure-not-certified	All 34 declaration-bearing catalog entries (33 unique declarations, 15 defining modules) desk-read; full transitive/uncataloged statement coverage and Lean/Lake/kernel replay unperformed. Five Xi entries have empty-input defect.
GAP-PERMISSIONS	8d16f8d9c475db290bc85e53d775b93b9bcdb336	VALIDATION.md	C	explicitly-unperformed	BASE	release-closure-not-certified	Full-history secret/PII, all imported licenses/NOTICE/paper permissions, owner rules/settings checks not completed
OWN-EXPORT	2f191c487a49dad2f4ba6a63d068a2e2f97ceb0f	.github/workflows/reviewer-c-evidence.yml	C	no-run-observed	BASE	removed-from-final-diff	GET-only export added to own branch then removed at bc7ccb0da6c87b588c4f96ccfd14eaa58cb1cfc9; no export or research execution
